1 1 -37.074276
1 2 -7.320365
1 3 -6.750825
1 4 -7.316880
1 5 -6.750825
1 6 -8.704690
1 7 -6.497290
1 8 -6.750825
1 9 -5.186405
1 10 -6.750825
1 11 -7.839295
1 12 -6.528410
1 13 -8.704690
1 14 -5.186405
1 15 -5.186405
1 16 -8.126890
1 17 -7.320365
1 18 -6.528410
1 19 -8.704690
1 20 -6.750825
1 21 -6.528410
1 22 -6.497290
1 23 -7.421124
1 24 -6.750825
1 25 -6.750825
1 26 -5.186405
1 27 -5.186405
1 28 -6.528410
1 29 -5.372480
1 30 -5.476725
1 31 -6.750825
1 32 -3.901750
1 33 -5.023075
1 34 -5.372480
1 35 -5.186405
1 36 -6.937990
1 37 -6.528410
1 38 -7.326345
1 39 -5.372480
1 40 -6.592070
1 41 -7.316880
1 42 -6.528410
1 43 -6.750825
1 44 -6.750825
1 45 -10.303170
1 46 -8.126890
1 47 -6.528410
1 48 -5.186405
1 49 -7.316880
1 50 -6.750825
1 51 -7.932225
1 52 -8.704690
1 53 -6.497290
1 54 -8.704690
1 55 -6.528410
1 56 -6.750825
1 57 -9.261280
1 58 -6.750825
1 59 -6.528410
1 60 -7.326345
1 61 -6.528410
1 62 -6.750825
1 63 -8.704690
1 64 -5.372480
1 65 -6.750825
1 66 -6.365080
1 67 -5.372480
1 68 -6.750825
1 69 -6.750825
1 70 -6.750825
1 71 -6.750825
1 72 -6.601535
1 73 -7.839295
1 74 -8.704690
1 75 -7.320365
1 76 -6.750825
1 77 -3.901750
1 78 -11.032555
1 79 -6.750825
2 2 -35.339458
2 3 -8.359860
2 4 -5.186405
2 5 -6.750825
2 6 -5.186405
2 7 -8.359860
2 8 -6.750825
2 9 -6.784885
2 10 -6.750825
2 11 -5.186405
2 12 -5.186405
2 13 -6.750825
2 14 -6.528410
2 15 -6.528410
2 16 -6.784885
2 17 -8.895340
2 18 -6.784885
2 19 -6.750825
2 20 -6.750825
2 21 -6.528410
2 22 -4.953435
2 23 -7.790549
2 24 -8.349305
2 25 -6.784885
2 26 -5.186405
2 27 -8.126890
2 28 -6.528410
2 29 -5.699140
2 30 -5.186405
2 31 -8.349305
2 32 -4.953435
2 33 -7.421125
2 34 -5.186405
2 35 -6.784885
2 36 -6.750825
2 37 -4.953435
2 38 -8.126890
2 39 -8.126890
2 40 -12.739740
2 41 -6.528410
2 42 -6.528410
2 43 -6.750825
2 44 -8.349305
2 45 -6.750825
2 46 -6.784885
2 47 -6.528410
2 48 -6.528410
2 49 -6.528410
2 50 -6.750825
2 51 -8.126890
2 52 -6.528410
2 53 -6.528410
2 54 -6.750825
2 55 -6.528410
2 56 -9.310570
2 57 -5.186405
2 58 -6.784885
2 59 -6.528410
2 60 -6.750825
2 61 -5.186405
2 62 -6.750825
2 63 -6.750825
2 64 -9.834076
2 65 -6.750825
2 66 -6.528410
2 67 -5.699140
2 68 -8.349305
2 69 -6.750825
2 70 -6.750825
2 71 -8.349305
2 72 -4.953435
2 73 -6.528410
2 74 -6.750825
2 75 -8.895340
2 76 -8.349305
2 77 -5.846150
2 78 -6.750825
2 79 -6.750825
3 3 -38.589291
3 4 -8.022645
3 5 -6.750825
3 6 -6.761380
3 7 -8.359860
3 8 -8.022645
3 9 -8.359860
3 10 -7.130805
3 11 -8.300014
3 12 -8.705780
3 13 -6.750825
3 14 -6.528410
3 15 -7.489675
3 16 -6.784885
